Time,P_import (kW),P_export (kW),P_bat_ch (kW),P_bat_dis (kW),SOC (%),strategy
2024-01-01 01:00:00,0.0,15.163048,0.0,20.123998,5.0,FIXED
2024-01-01 01:30:00,0.0,15.163048,0.0,20.123998,5.0,FIXED
2024-01-01 02:00:00,0.0,15.163048,0.0,20.123998,5.0,FIXED
2024-01-01 02:30:00,0.0,15.163048,0.0,20.123998,5.0,FIXED
2024-01-01 03:00:00,0.0,9.404087,0.0,10.924999,5.0,FIXED
2024-01-01 03:30:00,0.0,3.645126,0.0,3.986,5.0,FIXED
2024-01-01 04:00:00,0.0,1.822563,0.0,2.163,5.0,FIXED
2024-01-01 04:30:00,0.0,0.0,0.0,0.34,5.0,FIXED
2024-01-01 05:00:00,0.0,0.0,0.0,0.38,5.0,FIXED
2024-01-01 05:30:00,0.0,0.0,0.0,0.58,5.0,FIXED
2024-01-01 06:00:00,0.0,0.2067901,0.0,0.58,5.0,FIXED
2024-01-01 06:30:00,0.0,0.4135802,0.0,0.82,5.0,FIXED
2024-01-01 07:00:00,0.0,2.2505672,0.0,2.28,5.0,FIXED
2024-01-01 07:30:00,0.0,2.4,0.0,2.4,5.0,FIXED
2024-01-01 08:00:00,0.0,3.796,0.0,3.796,5.0,FIXED
2024-01-01 08:30:00,0.0,5.092,0.0,5.092,5.0,FIXED
2024-01-01 09:00:00,0.0,5.232,0.0,5.232,5.0,FIXED
2024-01-01 09:30:00,0.0,5.492,0.0,5.492,5.0,FIXED
2024-01-01 10:00:00,0.0,5.452,0.0,5.452,5.0,FIXED
2024-01-01 10:30:00,0.0,8.592,0.0,8.592,5.0,FIXED
2024-01-01 11:00:00,0.0,12.781249,0.0,19.532,5.0,FIXED
2024-01-01 11:30:00,0.0,14.538271,0.0,29.392,5.0,FIXED
2024-01-01 12:00:00,0.0,13.142283,0.0,36.651999,5.0,FIXED
2024-01-01 12:30:00,0.0,11.746296,0.0,51.851999,5.0,FIXED
2024-01-01 13:00:00,0.0,14.920079,0.0,68.878999,5.0,FIXED
2024-01-01 13:30:00,0.0,18.093863,0.0,84.425999,5.0,FIXED
2024-01-01 14:00:00,0.0,27.362128,0.0,103.251,5.0,FIXED
2024-01-01 14:30:00,0.0,36.630393,0.0,122.356,5.0,FIXED
2024-01-01 15:00:00,0.0,42.417071,0.0,137.722,5.0,FIXED
2024-01-01 15:30:00,0.0,48.203749,0.0,146.168,5.0,FIXED
2024-01-01 16:00:00,0.0,46.239937,0.0,136.888,5.0,FIXED
2024-01-01 16:30:00,0.0,44.276125,0.0,127.488,5.0,FIXED
2024-01-01 17:00:00,0.0,52.30374,0.0,128.477,5.0,FIXED
2024-01-01 17:30:00,0.0,60.331355,0.0,123.626,5.0,FIXED
2024-01-01 18:00:00,0.0,72.721642,0.0,121.939,5.0,FIXED
2024-01-01 18:30:00,0.0,85.11193,0.0,121.812,5.0,FIXED
2024-01-01 19:00:00,0.0,85.25951,0.0,112.38,5.0,FIXED
2024-01-01 19:30:00,0.0,85.40709,0.0,102.608,5.0,FIXED
2024-01-01 20:00:00,0.0,77.141487,0.0,87.361997,5.0,FIXED
2024-01-01 20:30:00,0.0,68.875884,0.0,76.595997,5.0,FIXED
2024-01-01 21:00:00,0.0,69.444026,0.0,76.943997,5.0,FIXED
2024-01-01 21:30:00,0.0,70.012167,0.0,78.331997,5.0,FIXED
2024-01-01 22:00:00,0.0,65.102877,0.0,73.521998,5.0,FIXED
2024-01-01 22:30:00,0.0,60.193587,0.0,68.311998,5.0,FIXED
2024-01-01 23:00:00,0.0,45.941862,0.0,60.360997,5.0,FIXED
2024-01-01 23:30:00,0.0,31.690137,0.0,52.469996,5.0,FIXED
2024-01-02 00:00:00,0.0,30.094558,0.0,51.173997,5.0,FIXED
2024-01-02 00:30:00,0.0,28.498979,0.0,49.637997,5.0,FIXED
2024-01-02 01:00:00,0.0,28.498979,0.0,49.537997,5.0,FIXED
2024-01-02 01:30:00,0.0,28.498979,0.0,48.757997,5.0,FIXED
2024-01-02 02:00:00,0.0,29.954388,0.0,49.693997,5.0,FIXED
2024-01-02 02:30:00,0.0,31.409796,0.0,71.409997,5.0,FIXED
2024-01-02 03:00:00,0.0,49.892402,0.0,110.813,5.0,FIXED
2024-01-02 03:30:00,0.0,68.375008,0.0,178.59599,5.0,FIXED
2024-01-02 04:00:00,0.0,72.058583,0.0,261.01899,5.0,FIXED
2024-01-02 04:30:00,0.0,75.742158,0.0,357.24199,5.0,FIXED
2024-01-02 05:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 05:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 06:00:00,0.0,399.15885,0.0,1000.0,5.0,FIXED
2024-01-02 06:30:00,0.0,291.37915,0.0,1000.0,5.0,FIXED
2024-01-02 07:00:00,0.0,192.44038,0.0,1000.0,5.0,FIXED
2024-01-02 07:30:00,0.0,111.00161,0.0,1000.0,5.0,FIXED
2024-01-02 08:00:00,0.0,37.005009,0.0,1000.0,5.0,FIXED
2024-01-02 08:30:00,9.511601,0.0,0.0,1000.0,5.0,FIXED
2024-01-02 09:00:00,0.0,13.747199,0.0,1000.0,5.0,FIXED
2024-01-02 09:30:00,0.0,64.365999,0.0,1000.0,5.0,FIXED
2024-01-02 10:00:00,0.0,122.62135,0.0,1000.0,5.0,FIXED
2024-01-02 10:30:00,0.0,179.3967,0.0,1000.0,5.0,FIXED
2024-01-02 11:00:00,0.0,215.09344,0.0,1000.0,5.0,FIXED
2024-01-02 11:30:00,0.0,264.11019,0.0,1000.0,5.0,FIXED
2024-01-02 12:00:00,0.0,342.7445,0.0,1000.0,5.0,FIXED
2024-01-02 12:30:00,0.0,433.81881,0.0,1000.0,5.0,FIXED
2024-01-02 13:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 13:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 14:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 14:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 15:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 15:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 16:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 16:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 17:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 17:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-02 18:00:00,0.0,34.576311,0.0,394.90098,5.0,FIXED
2024-01-02 18:30:00,0.0,20.656128,0.0,335.81599,5.0,FIXED
2024-01-02 19:00:00,0.0,11.338337,0.0,277.45799,5.0,FIXED
2024-01-02 19:30:00,0.0,2.020546,0.0,228.44,5.0,FIXED
2024-01-02 20:00:00,0.0,2.020546,0.0,206.22,5.0,FIXED
2024-01-02 20:30:00,0.0,2.020546,0.0,189.4,5.0,FIXED
2024-01-02 21:00:00,0.0,2.020546,0.0,185.46,5.0,FIXED
2024-01-02 21:30:00,0.0,2.020546,0.0,185.86,5.0,FIXED
2024-01-02 22:00:00,0.0,2.020546,0.0,181.92,5.0,FIXED
2024-01-02 22:30:00,0.0,2.020546,0.0,170.64,5.0,FIXED
2024-01-02 23:00:00,0.0,1.010273,0.0,147.89,5.0,FIXED
2024-01-02 23:30:00,0.0,0.0,0.0,124.08,5.0,FIXED
2024-01-03 00:00:00,0.0,0.0,0.0,112.58,5.0,FIXED
2024-01-03 00:30:00,0.0,0.0,0.0,100.2,5.0,FIXED
2024-01-03 01:00:00,0.0,3.125952,0.0,95.385997,5.0,FIXED
2024-01-03 01:30:00,0.0,6.251904,0.0,90.611997,5.0,FIXED
2024-01-03 02:00:00,0.0,14.079798,0.0,90.159997,5.0,FIXED
2024-01-03 02:30:00,0.0,21.907692,0.0,99.487997,5.0,FIXED
2024-01-03 03:00:00,0.0,36.464992,0.0,128.505,5.0,FIXED
2024-01-03 03:30:00,0.0,51.022292,0.0,185.64199,5.0,FIXED
2024-01-03 04:00:00,0.0,51.216926,0.0,262.39699,5.0,FIXED
2024-01-03 04:30:00,0.0,51.41156,0.0,351.45199,5.0,FIXED
2024-01-03 05:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 05:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 06:00:00,0.0,428.02459,0.0,1000.0,5.0,FIXED
2024-01-03 06:30:00,0.0,346.01008,0.0,1000.0,5.0,FIXED
2024-01-03 07:00:00,0.0,268.10253,0.0,1000.0,5.0,FIXED
2024-01-03 07:30:00,0.0,202.27497,0.0,1000.0,5.0,FIXED
2024-01-03 08:00:00,0.0,201.92422,0.0,1000.0,5.0,FIXED
2024-01-03 08:30:00,0.0,223.67346,0.0,1000.0,5.0,FIXED
2024-01-03 09:00:00,0.0,326.29111,0.0,1000.0,5.0,FIXED
2024-01-03 09:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 10:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 10:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 11:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 11:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 12:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 12:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 13:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 13:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 14:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 14:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 15:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 15:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 16:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 16:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 17:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 17:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 18:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 18:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 19:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 19:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 20:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 20:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 21:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 21:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 22:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-03 22:30:00,0.0,201.05411,0.0,411.73197,5.0,FIXED
2024-01-03 23:00:00,0.0,175.20222,0.0,378.99998,5.0,FIXED
2024-01-03 23:30:00,0.0,149.35033,0.0,339.92799,5.0,FIXED
2024-01-04 00:00:00,0.0,123.4012,0.0,300.939,5.0,FIXED
2024-01-04 00:30:00,0.0,97.452062,0.0,262.31,5.0,FIXED
2024-01-04 01:00:00,0.0,68.867268,0.0,228.145,5.0,FIXED
2024-01-04 01:30:00,0.0,40.282474,0.0,190.3,5.0,FIXED
2024-01-04 02:00:00,0.0,43.765184,0.0,192.543,5.0,FIXED
2024-01-04 02:30:00,0.0,47.247894,0.0,206.826,5.0,FIXED
2024-01-04 03:00:00,0.0,79.914284,0.0,253.33199,5.0,FIXED
2024-01-04 03:30:00,0.0,112.58067,0.0,323.61798,5.0,FIXED
2024-01-04 04:00:00,0.0,144.91542,0.0,421.59298,5.0,FIXED
2024-01-04 04:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 05:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 05:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 06:00:00,0.0,378.23416,0.0,1000.0,5.0,FIXED
2024-01-04 06:30:00,0.0,291.98657,0.0,1000.0,5.0,FIXED
2024-01-04 07:00:00,0.0,216.02742,0.0,1000.0,5.0,FIXED
2024-01-04 07:30:00,0.0,148.74827,0.0,1000.0,5.0,FIXED
2024-01-04 08:00:00,0.0,75.993358,0.0,1000.0,5.0,FIXED
2024-01-04 08:30:00,0.0,22.818448,0.0,1000.0,5.0,FIXED
2024-01-04 09:00:00,5.3201273,0.0,0.0,1000.0,5.0,FIXED
2024-01-04 09:30:00,10.818702,0.0,0.0,1000.0,5.0,FIXED
2024-01-04 10:00:00,16.098711,0.0,0.0,1000.0,5.0,FIXED
2024-01-04 10:30:00,19.49872,0.0,0.0,1000.0,5.0,FIXED
2024-01-04 11:00:00,8.434761,0.0,0.0,1000.0,5.0,FIXED
2024-01-04 11:30:00,0.4108018,0.0,0.0,1000.0,5.0,FIXED
2024-01-04 12:00:00,1.8330729,0.0,0.0,1000.0,5.0,FIXED
2024-01-04 12:30:00,0.0,18.524656,0.0,1000.0,5.0,FIXED
2024-01-04 13:00:00,0.0,53.581385,0.0,1000.0,5.0,FIXED
2024-01-04 13:30:00,0.0,93.378113,0.0,1000.0,5.0,FIXED
2024-01-04 14:00:00,0.0,134.39681,0.0,1000.0,5.0,FIXED
2024-01-04 14:30:00,0.0,162.5755,0.0,1000.0,5.0,FIXED
2024-01-04 15:00:00,0.0,204.33544,0.0,1000.0,5.0,FIXED
2024-01-04 15:30:00,0.0,261.17539,0.0,1000.0,5.0,FIXED
2024-01-04 16:00:00,0.0,319.19874,0.0,1000.0,5.0,FIXED
2024-01-04 16:30:00,0.0,372.50209,0.0,1000.0,5.0,FIXED
2024-01-04 17:00:00,0.0,435.12366,0.0,1000.0,5.0,FIXED
2024-01-04 17:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 18:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 18:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 19:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 19:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 20:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 20:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 21:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-04 21:30:00,0.0,135.26793,0.0,414.72798,5.0,FIXED
2024-01-04 22:00:00,0.0,108.87875,0.0,372.27899,5.0,FIXED
2024-01-04 22:30:00,0.0,82.489568,0.0,333.41,5.0,FIXED
2024-01-04 23:00:00,0.0,62.763108,0.0,296.824,5.0,FIXED
2024-01-04 23:30:00,0.0,43.036648,0.0,253.838,5.0,FIXED
2024-01-05 00:00:00,0.0,29.609128,0.0,219.45,5.0,FIXED
2024-01-05 00:30:00,0.0,16.181608,0.0,185.422,5.0,FIXED
2024-01-05 01:00:00,0.0,8.090804,0.0,161.971,5.0,FIXED
2024-01-05 01:30:00,0.0,0.0,0.0,136.22,5.0,FIXED
2024-01-05 02:00:00,0.0,0.0,0.0,123.64,5.0,FIXED
2024-01-05 02:30:00,0.0,0.0,0.0,120.64,5.0,FIXED
2024-01-05 03:00:00,0.0,0.0,0.0,123.42,5.0,FIXED
2024-01-05 03:30:00,0.0,0.0,0.0,157.95999,5.0,FIXED
2024-01-05 04:00:00,0.0,0.0,0.0,229.35998,5.0,FIXED
2024-01-05 04:30:00,0.0,0.0,0.0,307.99998,5.0,FIXED
2024-01-05 05:00:00,0.0,0.0,0.0,391.47998,5.0,FIXED
2024-01-05 05:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-05 06:00:00,0.0,417.35848,0.0,1000.0,5.0,FIXED
2024-01-05 06:30:00,0.0,322.45694,0.0,1000.0,5.0,FIXED
2024-01-05 07:00:00,0.0,240.32303,0.0,1000.0,5.0,FIXED
2024-01-05 07:30:00,0.0,151.4691,0.0,1000.0,5.0,FIXED
2024-01-05 08:00:00,0.0,64.932338,0.0,1000.0,5.0,FIXED
2024-01-05 08:30:00,0.0,11.235564,0.0,1000.0,5.0,FIXED
2024-01-05 09:00:00,8.3929364,0.0,0.0,1000.0,5.0,FIXED
2024-01-05 09:30:00,20.321426,0.0,0.0,1000.0,5.0,FIXED
2024-01-05 10:00:00,17.473389,0.0,0.0,1000.0,5.0,FIXED
2024-01-05 10:30:00,11.405352,0.0,0.0,1000.0,5.0,FIXED
2024-01-05 11:00:00,0.0,8.8948357,0.0,1000.0,5.0,FIXED
2024-01-05 11:30:00,0.0,20.735024,0.0,1000.0,5.0,FIXED
2024-01-05 12:00:00,0.0,34.510808,0.0,1000.0,5.0,FIXED
2024-01-05 12:30:00,0.0,66.726612,0.0,1000.0,5.0,FIXED
2024-01-05 13:00:00,0.0,103.28834,0.0,1000.0,5.0,FIXED
2024-01-05 13:30:00,0.0,138.75006,0.0,1000.0,5.0,FIXED
2024-01-05 14:00:00,0.0,170.65896,0.0,1000.0,5.0,FIXED
2024-01-05 14:30:00,0.0,206.64787,0.0,1000.0,5.0,FIXED
2024-01-05 15:00:00,0.0,241.7596,0.0,1000.0,5.0,FIXED
2024-01-05 15:30:00,0.0,286.13134,0.0,1000.0,5.0,FIXED
2024-01-05 16:00:00,0.0,334.65284,0.0,1000.0,5.0,FIXED
2024-01-05 16:30:00,0.0,389.05435,0.0,1000.0,5.0,FIXED
2024-01-05 17:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-05 17:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-05 18:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-05 18:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-05 19:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-05 19:30:00,0.0,42.358618,0.0,415.93998,5.0,FIXED
2024-01-05 20:00:00,0.0,49.911976,0.0,388.53299,5.0,FIXED
2024-01-05 20:30:00,0.0,57.465334,0.0,369.866,5.0,FIXED
2024-01-05 21:00:00,0.0,72.432671,0.0,370.173,5.0,FIXED
2024-01-05 21:30:00,0.0,87.400008,0.0,372.14,5.0,FIXED
2024-01-05 22:00:00,0.0,105.46871,0.0,382.529,5.0,FIXED
2024-01-05 22:30:00,0.0,123.53741,0.0,388.578,5.0,FIXED
2024-01-05 23:00:00,0.0,122.74473,0.0,373.385,5.0,FIXED
2024-01-05 23:30:00,0.0,121.95205,0.0,358.292,5.0,FIXED
2024-01-06 00:00:00,0.0,114.23934,0.0,332.979,5.0,FIXED
2024-01-06 00:30:00,0.0,106.52662,0.0,307.006,5.0,FIXED
2024-01-06 01:00:00,0.0,89.4965,0.0,279.616,5.0,FIXED
2024-01-06 01:30:00,0.0,72.46638,0.0,245.166,5.0,FIXED
2024-01-06 02:00:00,0.0,54.30189,0.0,223.502,5.0,FIXED
2024-01-06 02:30:00,0.0,36.1374,0.0,206.498,5.0,FIXED
2024-01-06 03:00:00,0.0,18.0687,0.0,222.80899,5.0,FIXED
2024-01-06 03:30:00,0.0,0.0,0.0,211.77999,5.0,FIXED
2024-01-06 04:00:00,0.0,0.0,0.0,228.25999,5.0,FIXED
2024-01-06 04:30:00,0.0,0.0,0.0,258.69999,5.0,FIXED
2024-01-06 05:00:00,0.0,0.0,0.0,287.73999,5.0,FIXED
2024-01-06 05:30:00,0.0,0.0,0.0,318.51999,5.0,FIXED
2024-01-06 06:00:00,0.0,9.615466,0.0,356.57999,5.0,FIXED
2024-01-06 06:30:00,0.0,19.230932,0.0,399.73999,5.0,FIXED
2024-01-06 07:00:00,0.0,97.417842,0.0,420.17999,5.0,FIXED
2024-01-06 07:30:00,0.0,175.60475,0.0,429.99999,5.0,FIXED
2024-01-06 08:00:00,0.0,261.59119,0.0,413.26,5.0,FIXED
2024-01-06 08:30:00,0.0,347.57763,0.0,431.16,5.0,FIXED
2024-01-06 09:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-06 09:30:00,0.0,436.46,0.0,436.46,5.0,FIXED
2024-01-06 10:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-06 10:30:00,0.0,434.78,0.0,434.78,5.0,FIXED
2024-01-06 11:00:00,0.0,418.407,0.0,418.407,5.0,FIXED
2024-01-06 11:30:00,0.0,404.774,0.0,404.774,5.0,FIXED
2024-01-06 12:00:00,0.0,401.614,0.0,401.614,5.0,FIXED
2024-01-06 12:30:00,0.0,406.074,0.0,406.074,5.0,FIXED
2024-01-06 13:00:00,0.0,400.354,0.0,400.354,5.0,FIXED
2024-01-06 13:30:00,0.0,386.274,0.0,386.274,5.0,FIXED
2024-01-06 14:00:00,0.0,384.623,0.0,384.623,5.0,FIXED
2024-01-06 14:30:00,0.0,385.712,0.0,385.712,5.0,FIXED
2024-01-06 15:00:00,0.0,383.847,0.0,383.847,5.0,FIXED
2024-01-06 15:30:00,0.0,377.442,0.0,377.442,5.0,FIXED
2024-01-06 16:00:00,0.0,373.342,0.0,373.342,5.0,FIXED
2024-01-06 16:30:00,0.0,296.52376,0.0,361.422,5.0,FIXED
2024-01-06 17:00:00,0.0,232.77437,0.0,336.124,5.0,FIXED
2024-01-06 17:30:00,0.0,169.02498,0.0,311.986,5.0,FIXED
2024-01-06 18:00:00,0.0,144.52038,0.0,291.842,5.0,FIXED
2024-01-06 18:30:00,0.0,120.01577,0.0,274.778,5.0,FIXED
2024-01-06 19:00:00,0.0,122.378,0.0,253.0,5.0,FIXED
2024-01-06 19:30:00,0.0,124.74023,0.0,229.842,5.0,FIXED
2024-01-06 20:00:00,0.0,120.74873,0.0,204.85,5.0,FIXED
2024-01-06 20:30:00,0.0,116.75723,0.0,193.178,5.0,FIXED
2024-01-06 21:00:00,0.0,109.28694,0.0,186.047,5.0,FIXED
2024-01-06 21:30:00,0.0,101.81665,0.0,183.896,5.0,FIXED
2024-01-06 22:00:00,0.0,103.32704,0.0,190.566,5.0,FIXED
2024-01-06 22:30:00,0.0,104.83743,0.0,197.896,5.0,FIXED
2024-01-06 23:00:00,0.0,115.90876,0.0,207.387,5.0,FIXED
2024-01-06 23:30:00,0.0,126.98008,0.0,213.618,5.0,FIXED
2024-01-07 00:00:00,0.0,122.82895,0.0,206.287,5.0,FIXED
2024-01-07 00:30:00,0.0,118.67782,0.0,201.496,5.0,FIXED
2024-01-07 01:00:00,0.0,319.94023,0.0,345.21798,5.0,FIXED
2024-01-07 01:30:00,0.0,272.70812,0.0,284.24599,5.0,FIXED
2024-01-07 02:00:00,0.0,225.47601,0.0,232.954,5.0,FIXED
2024-01-07 02:30:00,0.0,186.12461,0.0,193.683,5.0,FIXED
2024-01-07 03:00:00,0.0,146.77321,0.0,159.052,5.0,FIXED
2024-01-07 03:30:00,0.0,108.89999,0.0,120.559,5.0,FIXED
2024-01-07 04:00:00,0.0,71.026776,0.0,82.825998,5.0,FIXED
2024-01-07 04:30:00,0.0,48.584726,0.0,60.543998,5.0,FIXED
2024-01-07 05:00:00,0.0,26.142676,0.0,37.921998,5.0,FIXED
2024-01-07 05:30:00,0.0,17.603379,0.0,28.982999,5.0,FIXED
2024-01-07 06:00:00,0.0,9.064082,0.0,19.744,5.0,FIXED
2024-01-07 06:30:00,0.0,30.893372,0.0,40.253,5.0,FIXED
2024-01-07 07:00:00,0.0,52.722662,0.0,61.002,5.0,FIXED
2024-01-07 07:30:00,0.0,74.804622,0.0,81.644,5.0,FIXED
2024-01-07 08:00:00,0.0,96.886582,0.0,97.946,5.0,FIXED
2024-01-07 08:30:00,0.0,119.95897,0.0,121.438,5.0,FIXED
2024-01-07 09:00:00,0.0,143.03136,0.0,171.02999,5.0,FIXED
2024-01-07 09:30:00,0.0,190.08594,0.0,270.00498,5.0,FIXED
2024-01-07 10:00:00,0.0,237.14052,0.0,372.95998,5.0,FIXED
2024-01-07 10:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 11:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 11:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 12:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 12:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 13:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 13:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 14:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 14:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 15:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 15:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 16:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 16:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 17:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 17:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 18:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 18:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 19:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 19:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 20:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 20:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 21:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 21:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 22:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 22:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 23:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-07 23:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-08 00:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-08 00:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-08 01:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-08 01:30:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-08 02:00:00,0.0,1000.0,0.0,1000.0,5.0,FIXED
2024-01-08 02:30:00,0.0,125.82296,0.0,414.34199,5.0,FIXED
2024-01-08 03:00:00,0.0,93.222478,0.0,359.76199,5.0,FIXED
2024-01-08 03:30:00,0.0,71.499098,0.0,322.099,5.0,FIXED
2024-01-08 04:00:00,0.0,49.775718,0.0,279.936,5.0,FIXED
2024-01-08 04:30:00,0.0,32.874018,0.0,244.114,5.0,FIXED
2024-01-08 05:00:00,0.0,15.972318,0.0,215.712,5.0,FIXED
2024-01-08 05:30:00,0.0,7.986159,0.0,195.686,5.0,FIXED
2024-01-08 06:00:00,0.0,0.0,0.0,169.28,5.0,FIXED
2024-01-08 06:30:00,0.0,0.0,0.0,152.36,5.0,FIXED
2024-01-08 07:00:00,0.0,0.0,0.0,152.78,5.0,FIXED
2024-01-08 07:30:00,0.0,3.591149,0.0,167.071,5.0,FIXED
2024-01-08 08:00:00,0.0,7.182298,0.0,182.882,5.0,FIXED
2024-01-08 08:30:00,0.0,7.5432091,0.0,197.103,5.0,FIXED
