time,dc_ground_1500vdc_power_output,windflow_33_[500kw]_power_output,ac_primary_load,total_consumption_rate,grid_sellback_rate,P_import (kW),P_export (kW),P_bat_ch (kW),P_bat_dis (kW),SOC (%)
2024-01-01 00:00:00,0.0,57.58961,91.98999,0.15638,0.04731,0.0,0.0,0.0,0.0,50.0
2024-01-01 00:30:00,0.0,57.58961,69.38999,0.15638,0.04731,0.0,0.0,57.58961,0.0,51.3677532375
2024-01-01 01:00:00,0.0,18.22563,18.23,0.1532,0.04413,0.0,0.0,18.22563,0.0,51.80061195
2024-01-01 01:30:00,0.0,18.22563,18.23,0.1532,0.04413,0.0,0.0,18.22563,0.0,52.2334706625
2024-01-01 02:00:00,0.0,0.0,0.0,0.12781,0.01874,0.0,0.0,0.0,0.0,52.2334706625
2024-01-01 02:30:00,0.0,0.0,0.0,0.12781,0.01874,0.0,0.0,0.0,0.0,52.2334706625
2024-01-01 03:00:00,0.0,0.0,0.0,0.10993,0.00086,0.0,0.0,0.0,0.0,52.2334706625
2024-01-01 03:30:00,0.0,0.0,3.4,0.10993,0.00086,0.0,0.0,0.0,3.4,52.14399697828947
2024-01-01 04:00:00,0.0,0.0,0.0,0.10949,0.001,0.0,0.0,0.0,0.0,52.14399697828947
2024-01-01 04:30:00,0.0,0.0,0.0,0.10949,0.001,0.0,0.0,0.0,0.0,52.14399697828947
2024-01-01 05:00:00,0.0,0.0,0.0,0.10958,0.00091,0.0,0.0,0.0,0.0,52.14399697828947
2024-01-01 05:30:00,0.0,0.0,0.0,0.10958,0.00091,0.0,0.0,0.0,0.0,52.14399697828947
2024-01-01 06:00:00,0.0,0.0,0.0,0.11091,0.00184,0.0,0.0,0.0,0.0,52.14399697828947
2024-01-01 06:30:00,0.0,0.0,0.0,0.11091,0.00184,0.0,0.0,0.0,0.0,52.14399697828947
2024-01-01 07:00:00,0.0,0.0,0.4,0.11354,0.00447,0.0,0.0,0.0,0.4,52.133470662499995
2024-01-01 07:30:00,0.0,0.0,2.0,0.11354,0.00447,0.0,0.0,0.0,2.0,52.080839083552625
2024-01-01 08:00:00,2.067901,0.0,0.0,0.12353,0.01581,0.0,0.0,2.067901,0.0,52.12995173230262
2024-01-01 08:30:00,2.067901,0.0,5.8,0.12353,0.01581,0.0,0.0,2.067901,0.0,52.17906438105262
2024-01-01 09:00:00,18.36987,0.0,14.6,0.14396,0.03624,0.0,0.0,18.36987,0.0,52.61534879355262
2024-01-01 09:30:00,18.36987,0.0,1.2,0.14396,0.03624,0.0,0.0,18.36987,0.0,53.05163320605262
2024-01-01 10:00:00,2.158864,6.564224,13.96,0.18467,0.07695,0.0,0.0,0.0,5.236912,52.91381973236841
2024-01-01 10:30:00,2.158864,6.564224,12.96,0.18467,0.07695,0.0,0.0,0.0,4.236912,52.80232204815788
2024-01-01 11:00:00,1.171027,0.0,1.4,0.14555,0.03783,0.0,0.0,0.0,0.22897299999999987,52.79629644289473
2024-01-01 11:30:00,1.171027,0.0,2.6,0.14555,0.03783,0.0,0.0,0.0,1.428973,52.75869189026315
2024-01-01 12:00:00,24.78925,0.0,0.0,0.16654,0.05882,0.0,24.78925,0.0,0.0,52.75869189026315
2024-01-01 12:30:00,24.78925,0.0,33.4,0.16654,0.05882,0.0,0.0,0.0,8.61075,52.53209320605262
2024-01-01 13:00:00,19.63812,0.0,109.4,0.19258,0.08486,0.0,1000.0,0.0,1000.0,26.216303732368406
2024-01-01 13:30:00,19.63812,0.0,104.4,0.19258,0.08486,0.0,524.3260746473682,0.0,524.3260746473682,12.418249136385034
2024-01-01 14:00:00,4.409994,0.0,87.19999,0.17838,0.07066,0.0,82.789996,0.0,82.789996,10.239565031121876
2024-01-01 14:30:00,4.409994,0.0,153.2,0.17838,0.07066,0.0,148.79000599999998,0.0,148.79000599999998,6.324038557437666
2024-01-01 15:00:00,0.631233,39.82969,184.23,0.19345,0.08573,0.0,143.76907699999998,0.0,143.76907699999998,5.0
2024-01-01 15:30:00,0.631233,39.82969,168.43,0.19345,0.08573,0.0,127.969077,0.0,127.969077,5.0
2024-01-01 16:00:00,0.0,93.85368,189.65,0.52093,0.11433,0.0,95.79632000000001,0.0,95.79632000000001,5.0
2024-01-01 16:30:00,0.0,93.85368,193.65,0.52093,0.11433,0.0,99.79632000000001,0.0,99.79632000000001,5.0
2024-01-01 17:00:00,0.0,82.65603,153.66,0.53212,0.12552,0.0,71.00397,0.0,71.00397,5.0
2024-01-01 17:30:00,0.0,82.65603,117.86,0.53212,0.12552,0.0,35.20397,0.0,35.20397,5.0
2024-01-01 18:00:00,0.0,0.0,16.6,0.50945,0.10285,0.0,16.6,0.0,16.6,5.0
2024-01-01 18:30:00,0.0,0.0,10.4,0.50945,0.10285,0.0,10.4,0.0,10.4,5.0
2024-01-01 19:00:00,0.0,84.68614,97.08999,0.19676,0.09016,0.0,0.0,0.0,12.403850000000006,5.0
2024-01-01 19:30:00,0.0,84.68614,104.69,0.18565,0.07793,0.0,0.0,0.0,20.003860000000003,5.0
2024-01-01 20:00:00,0.0,164.3638,167.36,0.16167,0.05395,0.0,0.0,164.3638,0.0,8.903640249999999
2024-01-01 20:30:00,0.0,164.3638,167.16,0.16167,0.05395,0.0,0.0,164.3638,0.0,12.807280499999997
2024-01-01 21:00:00,0.0,95.32948,95.32999,0.15934,0.05162,0.0,0.0,95.32948,0.0,15.071355649999997
2024-01-01 21:30:00,0.0,95.32948,95.92999,0.15934,0.05162,0.0,0.0,95.32948,0.0,17.335430799999997
2024-01-01 22:00:00,0.0,0.0,1.2,0.13626,0.02719,0.0,0.0,0.0,1.2,17.303851852631578
2024-01-01 22:30:00,0.0,0.0,10.2,0.13626,0.02719,0.0,0.0,0.0,10.2,17.0354308
2024-01-01 23:00:00,0.0,5.681416,20.08,0.11578,0.00671,0.0,0.0,5.681416,0.0,17.17036443
2024-01-01 23:30:00,0.0,5.681416,24.28,0.11578,0.00671,0.0,0.0,5.681416,0.0,17.30529806
2024-01-02 00:00:00,0.0,35.59324,48.99,0.1227,0.01363,0.0,0.0,35.59324,0.0,18.15063751
2024-01-02 00:30:00,0.0,35.59324,52.59,0.1227,0.01363,0.0,0.0,35.59324,0.0,18.99597696
2024-01-02 01:00:00,0.0,21.84655,87.84999,0.12221,0.01314,0.0,0.0,21.84655,0.0,19.5148325225
2024-01-02 01:30:00,0.0,21.84655,88.24999,0.12221,0.01314,0.0,0.0,21.84655,0.0,20.033688085
2024-01-02 02:00:00,0.0,79.37369,82.37,0.1141,0.00503,0.0,0.0,79.37369,0.0,21.918813222500003
2024-01-02 02:30:00,0.0,79.37369,80.56999,0.1141,0.00503,0.0,0.0,79.37369,0.0,23.803938360000004
2024-01-02 03:00:00,0.0,0.0,0.2,0.11283,0.00376,0.0,0.0,0.0,0.2,23.798675202105265
2024-01-02 03:30:00,0.0,0.0,2.4,0.11283,0.00376,0.0,0.0,0.0,2.4,23.735517307368422
2024-01-02 04:00:00,0.0,20.2355,29.44,0.11629,0.00722,0.0,0.0,20.2355,0.0,24.21611043236842
2024-01-02 04:30:00,0.0,20.2355,241.44,0.11629,0.00722,0.0,0.0,20.2355,0.0,24.69670355736842
2024-01-02 05:00:00,0.0,220.4193,443.02,0.13579,0.02672,0.0,0.0,220.4193,0.0,29.931661932368417
2024-01-02 05:30:00,0.0,220.4193,730.4199,0.13579,0.02672,0.0,0.0,0.0,510.00059999999996,16.510593511315786
2024-01-02 06:00:00,0.0,58.6823,912.08,0.16629,0.05722,0.0,0.0,0.0,853.3977,5.0
2024-01-02 06:30:00,0.0,58.6823,1050.48,0.16629,0.05722,0.0,0.0,0.0,991.7977000000001,5.0
