time,P_import,P_export,P_bat_ch,P_bat_dis,SOC (%)
2024-01-05 12:30:00,0.0,0.0,208.44037,0.0,24.30510143
2024-01-05 13:00:00,0.0,0.0,249.976479,0.0,30.24204280625
2024-01-05 13:30:00,0.0,0.0,249.976479,0.0,36.1789841825
2024-01-05 14:00:00,0.0,0.0,209.8687,0.0,41.1633658075
2024-01-05 14:30:00,0.0,0.0,209.8687,0.0,46.1477474325
2024-01-05 15:00:00,0.0,0.0,135.109526,0.0,49.356598675
2024-01-05 15:30:00,0.0,0.0,135.109526,0.0,52.565449917500004
2024-01-05 16:00:00,0.0,0.0,91.13406,0.0,54.7298838425
2024-01-05 16:30:00,0.0,0.0,91.13406,0.0,56.8943177675
2024-01-05 17:00:00,0.0,0.0,94.76762,0.0,59.145048742499995
2024-01-05 17:30:00,0.0,0.0,94.76762,0.0,61.39577971749999
2024-01-05 18:00:00,0.0,0.0,31.97153,0.0,62.15510355499999
2024-01-05 18:30:00,0.0,0.0,31.97153,0.0,62.91442739249999
2024-01-05 19:00:00,0.0,0.0,0.0,292.6,55.214427392499985
2024-01-05 19:30:00,0.0,0.0,0.0,329.8,46.53548002407893
2024-01-05 20:00:00,0.0,0.0,7.926771,0.0,46.723740835328925
2024-01-05 20:30:00,0.0,0.0,7.926771,0.0,46.91200164657892
2024-01-05 21:00:00,0.0,0.0,77.12717,0.0,48.74377193407892
2024-01-05 21:30:00,0.0,0.0,77.12717,0.0,50.57554222157892
2024-01-05 22:00:00,0.0,0.0,170.3012,0.0,54.620195721578924
2024-01-05 22:30:00,0.0,0.0,170.3012,0.0,58.664849221578926
2024-01-05 23:00:00,0.0,0.0,181.6449,0.0,62.97891559657893
2024-01-05 23:30:00,0.0,0.0,181.6449,0.0,67.29298197157893
2024-01-06 00:00:00,0.0,0.0,180.687,0.0,71.58429822157892
2024-01-06 00:30:00,0.0,0.0,180.687,0.0,75.87561447157891
2024-01-06 01:00:00,0.0,0.0,0.0,202.4,70.54929868210523
2024-01-06 01:30:00,0.0,0.0,0.0,190.2,65.5440355242105
2024-01-06 02:00:00,0.0,0.0,0.0,125.8,62.233509208421026
2024-01-06 02:30:00,0.0,0.0,0.0,145.4,58.407193418947344
2024-01-06 03:00:00,0.0,0.0,0.0,107.4,55.58087762947366
2024-01-06 03:30:00,0.0,0.0,0.0,73.99999,53.633509471578925
2024-01-06 04:00:00,0.0,0.0,0.0,189.4,48.64929894526313
2024-01-06 04:30:00,0.0,0.0,0.0,243.6,42.23877262947366
2024-01-06 05:00:00,0.0,0.0,0.0,559.5999,27.51245947157892
2024-01-06 05:30:00,0.0,0.0,0.0,280.0,20.144038418947343
2024-01-06 06:00:00,0.0,0.0,0.0,367.2,10.4808805242105
2024-01-06 06:30:00,0.0,0.0,0.0,494.6,5.0
2024-01-06 07:00:00,0.0,0.0,0.0,416.2,5.0
2024-01-06 07:30:00,0.0,0.0,0.0,453.2,5.0
2024-01-06 08:00:00,0.0,0.0,96.15466,0.0,7.2836731750000006
2024-01-06 08:30:00,0.0,0.0,96.15466,0.0,9.567346350000001
2024-01-06 09:00:00,0.0,0.0,781.8691,0.0,28.136737475
2024-01-06 09:30:00,0.0,0.0,781.8691,0.0,46.7061286
2024-01-06 10:00:00,0.0,0.0,859.8644,0.0,67.1279081
2024-01-06 10:30:00,0.0,0.0,859.8644,0.0,87.5496876
2024-01-06 11:00:00,0.0,0.0,644.6041,0.0,100.0
2024-01-06 11:30:00,0.0,0.0,644.6041,0.0,100.0
2024-01-06 12:00:00,0.0,0.0,690.2346,0.0,100.0
2024-01-06 12:30:00,0.0,0.0,690.2346,0.0,100.0
2024-01-06 13:00:00,0.0,0.0,1000.0,0.0,100.0
2024-01-06 13:30:00,0.0,0.0,1000.0,0.0,100.0
2024-01-06 14:00:00,0.0,0.0,730.111,0.0,100.0
2024-01-06 14:30:00,0.0,0.0,730.111,0.0,100.0
2024-01-06 15:00:00,0.0,0.0,277.2059,0.0,100.0
2024-01-06 15:30:00,0.0,0.0,277.2059,0.0,100.0
2024-01-06 16:00:00,0.0,0.0,102.0916,0.0,100.0
2024-01-06 16:30:00,0.0,0.0,102.0916,0.0,100.0
2024-01-06 17:00:00,0.0,0.0,173.7451,0.0,100.0
2024-01-06 17:30:00,0.0,0.0,173.7451,0.0,100.0
2024-01-06 18:00:00,0.0,0.0,199.4652,0.0,100.0
2024-01-06 18:30:00,0.0,0.0,199.4652,0.0,100.0
2024-01-06 19:00:00,0.0,0.0,92.61709,0.0,100.0
2024-01-06 19:30:00,0.0,0.0,92.61709,0.0,100.0
2024-01-06 20:00:00,0.0,0.0,32.15987,0.0,100.0
2024-01-06 20:30:00,0.0,0.0,32.15987,0.0,100.0
