time,dc_ground_1500vdc_power_output,windflow_33_[500kw]_power_output,ac_primary_load,total_consumption_rate,grid_sellback_rate,P_import (kW),P_export (kW),P_bat_ch (kW),P_bat_dis (kW),SOC (%)
2024-01-01 00:00:00,0.0,57.58961,91.98999,0.15638,0.04731,0.0,0.0,0.0,0.0,50.0
2024-01-01 00:30:00,0.0,57.58961,69.38999,0.15638,0.04731,0.0,0.0,0.0,11.800379999999997,49.69
2024-01-01 01:00:00,0.0,18.22563,18.23,0.1532,0.04413,0.0,0.0,0.0,0.004370000000001539,49.69
2024-01-01 01:30:00,0.0,18.22563,18.23,0.1532,0.04413,0.0,0.0,0.0,0.004370000000001539,49.69
2024-01-01 02:00:00,0.0,0.0,0.0,0.12781,0.01874,0.0,0.0,0.0,0.0,49.69
2024-01-01 02:30:00,0.0,0.0,0.0,0.12781,0.01874,0.0,0.0,0.0,0.0,49.69
2024-01-01 03:00:00,0.0,0.0,0.0,0.10993,0.00086,0.0,0.0,0.0,0.0,49.69
2024-01-01 03:30:00,0.0,0.0,3.4,0.10993,0.00086,0.0,0.0,0.0,3.4,49.6
2024-01-01 04:00:00,0.0,0.0,0.0,0.10949,0.001,0.0,0.0,0.0,0.0,49.6
2024-01-01 04:30:00,0.0,0.0,0.0,0.10949,0.001,0.0,0.0,0.0,0.0,49.6
2024-01-01 05:00:00,0.0,0.0,0.0,0.10958,0.00091,0.0,0.0,0.0,0.0,49.6
2024-01-01 05:30:00,0.0,0.0,0.0,0.10958,0.00091,0.0,0.0,0.0,0.0,49.6
2024-01-01 06:00:00,0.0,0.0,0.0,0.11091,0.00184,0.0,0.0,0.0,0.0,49.6
2024-01-01 06:30:00,0.0,0.0,0.0,0.11091,0.00184,0.0,0.0,0.0,0.0,49.6
2024-01-01 07:00:00,0.0,0.0,0.4,0.11354,0.00447,0.0,0.0,0.0,0.4,49.59
2024-01-01 07:30:00,0.0,0.0,2.0,0.11354,0.00447,0.0,0.0,0.0,2.0,49.54
2024-01-01 08:00:00,2.067901,0.0,0.0,0.12353,0.01581,0.0,0.0,2.067901,0.0,49.59
2024-01-01 08:30:00,2.067901,0.0,5.8,0.12353,0.01581,0.0,0.0,2.067901,0.0,49.64
2024-01-01 09:00:00,18.36987,0.0,14.6,0.14396,0.03624,0.0,0.0,18.36987,0.0,50.08
2024-01-01 09:30:00,18.36987,0.0,1.2,0.14396,0.03624,0.0,0.0,18.36987,0.0,50.52
2024-01-01 10:00:00,2.158864,6.564224,13.96,0.18467,0.07695,0.0,0.0,0.0,5.236912,50.38
2024-01-01 10:30:00,2.158864,6.564224,12.96,0.18467,0.07695,0.0,0.0,0.0,4.236912,50.27
2024-01-01 11:00:00,1.171027,0.0,1.4,0.14555,0.03783,0.0,0.0,0.0,0.22897299999999987,50.26
2024-01-01 11:30:00,1.171027,0.0,2.6,0.14555,0.03783,0.0,0.0,0.0,1.428973,50.22
2024-01-01 12:00:00,24.78925,0.0,0.0,0.16654,0.05882,0.0,24.78925,0.0,0.0,50.22
2024-01-01 12:30:00,24.78925,0.0,33.4,0.16654,0.05882,0.0,0.0,0.0,8.61075,49.99
2024-01-01 13:00:00,19.63812,0.0,109.4,0.19258,0.08486,0.0,0.0,0.0,0.0,49.99
2024-01-01 13:30:00,19.63812,0.0,104.4,0.19258,0.08486,0.0,0.0,0.0,0.0,49.99
2024-01-01 14:00:00,4.409994,0.0,87.19999,0.17838,0.07066,0.0,0.0,0.0,0.0,49.99
2024-01-01 14:30:00,4.409994,0.0,153.2,0.17838,0.07066,0.0,0.0,0.0,0.0,49.99
2024-01-01 15:00:00,0.631233,39.82969,184.23,0.19345,0.08573,0.0,0.0,0.0,0.0,49.99
2024-01-01 15:30:00,0.631233,39.82969,168.43,0.19345,0.08573,0.0,0.0,0.0,0.0,49.99
2024-01-01 16:00:00,0.0,93.85368,189.65,0.52093,0.11433,0.0,999.8000000000001,0.0,999.8000000000001,23.68
2024-01-01 16:30:00,0.0,93.85368,193.65,0.52093,0.11433,0.0,473.6,0.0,473.6,11.22
2024-01-01 17:00:00,0.0,82.65603,153.66,0.53212,0.12552,0.0,71.00397,0.0,71.00397,9.35
2024-01-01 17:30:00,0.0,82.65603,117.86,0.53212,0.12552,0.0,35.20397,0.0,35.20397,8.42
2024-01-01 18:00:00,0.0,0.0,16.6,0.50945,0.10285,0.0,16.6,0.0,16.6,7.98
2024-01-01 18:30:00,0.0,0.0,10.4,0.50945,0.10285,0.0,10.4,0.0,10.4,7.71
2024-01-01 19:00:00,0.0,84.68614,97.08999,0.19676,0.09016,0.0,0.0,0.0,12.403850000000006,7.38
2024-01-01 19:30:00,0.0,84.68614,104.69,0.18565,0.07793,0.0,0.0,0.0,20.003860000000003,6.85
2024-01-01 20:00:00,0.0,164.3638,167.36,0.16167,0.05395,0.0,0.0,0.0,2.996200000000016,6.77
2024-01-01 20:30:00,0.0,164.3638,167.16,0.16167,0.05395,0.0,0.0,0.0,2.796199999999999,6.7
2024-01-01 21:00:00,0.0,95.32948,95.32999,0.15934,0.05162,0.0,0.0,0.0,0.0005099999999913507,6.7
2024-01-01 21:30:00,0.0,95.32948,95.92999,0.15934,0.05162,0.0,0.0,0.0,0.6005099999999999,6.68
2024-01-01 22:00:00,0.0,0.0,1.2,0.13626,0.02719,0.0,0.0,0.0,1.2,6.65
2024-01-01 22:30:00,0.0,0.0,10.2,0.13626,0.02719,0.0,0.0,0.0,10.2,6.38
2024-01-01 23:00:00,0.0,5.681416,20.08,0.11578,0.00671,0.0,0.0,5.681416,0.0,6.51
2024-01-01 23:30:00,0.0,5.681416,24.28,0.11578,0.00671,0.0,0.0,5.681416,0.0,6.64
2024-01-02 00:00:00,0.0,35.59324,48.99,0.1227,0.01363,0.0,0.0,0.0,13.39676,6.29
2024-01-02 00:30:00,0.0,35.59324,52.59,0.1227,0.01363,0.0,0.0,0.0,16.996760000000002,5.84
2024-01-02 01:00:00,0.0,21.84655,87.84999,0.12221,0.01314,0.0,0.0,21.84655,0.0,6.36
2024-01-02 01:30:00,0.0,21.84655,88.24999,0.12221,0.01314,0.0,0.0,21.84655,0.0,6.88
2024-01-02 02:00:00,0.0,79.37369,82.37,0.1141,0.00503,0.0,0.0,79.37369,0.0,8.77
2024-01-02 02:30:00,0.0,79.37369,80.56999,0.1141,0.00503,0.0,0.0,79.37369,0.0,10.66
2024-01-02 03:00:00,0.0,0.0,0.2,0.11283,0.00376,0.0,0.0,0.0,0.2,10.65
2024-01-02 03:30:00,0.0,0.0,2.4,0.11283,0.00376,0.0,0.0,0.0,2.4,10.59
2024-01-02 04:00:00,0.0,20.2355,29.44,0.11629,0.00722,0.0,0.0,20.2355,0.0,11.07
2024-01-02 04:30:00,0.0,20.2355,241.44,0.11629,0.00722,0.0,0.0,20.2355,0.0,11.55
2024-01-02 05:00:00,0.0,220.4193,443.02,0.13579,0.02672,0.0,0.0,220.4193,0.0,16.78
2024-01-02 05:30:00,0.0,220.4193,730.4199,0.13579,0.02672,174.40059999999994,0.0,0.0,335.6,7.95
2024-01-02 06:00:00,0.0,58.6823,912.08,0.16629,0.05722,694.3977,0.0,0.0,159.0,5.0
2024-01-02 06:30:00,0.0,58.6823,1050.48,0.16629,0.05722,891.7977000000001,0.0,0.0,100.0,5.0
2024-01-02 07:00:00,0.0,143.3256,1190.13,0.16487,0.0558,946.8044000000001,0.0,0.0,100.0,5.0
2024-01-02 07:30:00,0.0,143.3256,1240.93,0.16487,0.0558,997.6044,0.0,0.0,100.0,5.0
2024-01-02 08:00:00,2.198155,79.26485,1134.86,0.17725,0.06953,953.3969949999998,0.0,0.0,100.0,5.0
2024-01-02 08:30:00,2.198155,79.26485,1161.66,0.17725,0.06953,980.196995,0.0,0.0,100.0,5.0
2024-01-02 09:00:00,27.20724,14.45055,1040.25,0.18754,0.07982,898.59221,0.0,0.0,100.0,5.0
2024-01-02 09:30:00,27.20724,14.45055,1077.25,0.18754,0.07982,935.59221,0.0,0.0,100.0,5.0
2024-01-02 10:00:00,139.4288,119.8345,1221.83,0.18154,0.07382,862.5666999999999,0.0,0.0,100.0,5.0
2024-01-02 10:30:00,139.4288,119.8345,1234.43,0.18154,0.07382,875.1667,0.0,0.0,100.0,5.0
2024-01-02 11:00:00,491.5924,161.5879,1273.99,0.18413,0.07641,0.0,0.0,0.0,100.0,5.0
2024-01-02 11:30:00,491.5924,161.5879,1138.79,0.18413,0.07641,0.0,0.0,0.0,100.0,5.0
2024-01-02 12:00:00,613.1461,79.07298,1156.47,0.20049,0.09277,0.0,0.0,0.0,100.0,5.0
2024-01-02 12:30:00,613.1461,79.07298,1222.07,0.20049,0.09277,0.0,0.0,0.0,100.0,5.0
2024-01-02 13:00:00,291.375,108.9255,1096.73,0.20325,0.09553,0.0,100.0,0.0,100.0,5.0
2024-01-02 13:30:00,291.375,108.9255,990.33,0.20325,0.09553,0.0,100.0,0.0,100.0,5.0
2024-01-02 14:00:00,703.355,156.9758,1072.58,0.19515,0.08743,0.0,0.0,0.0,100.0,5.0
2024-01-02 14:30:00,703.355,156.9758,985.1799,0.19515,0.08743,0.0,0.0,0.0,100.0,5.0
2024-01-02 15:00:00,61.35554,87.94902,903.95,0.18578,0.07806,0.0,0.0,0.0,100.0,5.0
2024-01-02 15:30:00,61.35554,87.94902,883.3499,0.18578,0.07806,0.0,0.0,0.0,100.0,5.0
2024-01-02 16:00:00,0.0,93.17791,755.58,0.50517,0.09857,0.0,100.0,0.0,100.0,5.0
2024-01-02 16:30:00,0.0,93.17791,655.9799,0.50517,0.09857,0.0,100.0,0.0,100.0,5.0
2024-01-02 17:00:00,0.0,0.0,359.4,0.5087,0.1021,0.0,100.0,0.0,100.0,5.0
2024-01-02 17:30:00,0.0,0.0,329.8,0.5087,0.1021,0.0,100.0,0.0,100.0,5.0
2024-01-02 18:00:00,0.0,0.0,178.8,0.48986,0.08326,0.0,0.0,0.0,100.0,5.0
2024-01-02 18:30:00,0.0,0.0,169.0,0.48986,0.08326,0.0,0.0,0.0,100.0,5.0
